JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2460313.625000000, A.D. 2024-Jan-04 03:00:00.0000,  3.282746265582075E+07, -1.315621537477938E+08, -5.703063799239457E+07,  2.952486135287969E+01,  6.192786965034684E+00,  2.683172019078660E+00,
2460313.666666667, A.D. 2024-Jan-04 04:00:00.0000,  3.293374347005333E+07, -1.315398241311470E+08, -5.702096315062788E+07,  2.952003276109864E+01,  6.212555194874779E+00,  2.691739905921847E+00,
2460313.708333333, A.D. 2024-Jan-04 05:00:00.0000,  3.304000687238824E+07, -1.315174233534331E+08, -5.701125746628145E+07,  2.951518807562327E+01,  6.232320889416372E+00,  2.700306784827663E+00,
2460313.750000000, A.D. 2024-Jan-04 06:00:00.0000,  3.314625280487980E+07, -1.314949514237990E+08, -5.700152094299211E+07,  2.951032729180134E+01,  6.252084037515840E+00,  2.708872651233995E+00,
2460313.791666667, A.D. 2024-Jan-04 07:00:00.0000,  3.325248120956558E+07, -1.314724083514321E+08, -5.699175358441307E+07,  2.950545040496282E+01,  6.271844628000304E+00,  2.717437500563572E+00,
2460313.833333333, A.D. 2024-Jan-04 08:00:00.0000,  3.335869202846629E+07, -1.314497941455600E+08, -5.698195539421406E+07,  2.950055741041950E+01,  6.291602649667119E+00,  2.726001328223696E+00,
2460313.875000000, A.D. 2024-Jan-04 09:00:00.0000,  3.346488520358571E+07, -1.314271088154505E+08, -5.697212637608138E+07,  2.949564830346457E+01,  6.311358091283324E+00,  2.734564129605967E+00,
2460313.916666667, A.D. 2024-Jan-04 10:00:00.0000,  3.357106067691067E+07, -1.314043523704123E+08, -5.696226653371798E+07,  2.949072307937229E+01,  6.331110941585083E+00,  2.743125900085987E+00,
2460313.958333333, A.D. 2024-Jan-04 11:00:00.0000,  3.367721839041094E+07, -1.313815248197943E+08, -5.695237587084342E+07,  2.948578173339756E+01,  6.350861189277111E+00,  2.751686635023073E+00,
2460314.000000000, A.D. 2024-Jan-04 12:00:00.0000,  3.378335828603916E+07, -1.313586261729862E+08, -5.694245439119405E+07,  2.948082426077552E+01,  6.370608823032073E+00,  2.760246329759942E+00,
2460314.041666667, A.D. 2024-Jan-04 13:00:00.0000,  3.388948030573080E+07, -1.313356564394188E+08, -5.693250209852299E+07,  2.947585065672132E+01,  6.390353831489990E+00,  2.768804979622406E+00,
2460314.083333333, A.D. 2024-Jan-04 14:00:00.0000,  3.399558439140406E+07, -1.313126156285635E+08, -5.692251899660026E+07,  2.947086091642964E+01,  6.410096203257603E+00,  2.777362579919035E+00,
2460314.125000000, A.D. 2024-Jan-04 15:00:00.0000,  3.410167048495982E+07, -1.312895037499331E+08, -5.691250508921271E+07,  2.946585503507439E+01,  6.429835926907734E+00,  2.785919125940838E+00,
2460314.166666667, A.D. 2024-Jan-04 16:00:00.0000,  3.420773852828150E+07, -1.312663208130813E+08, -5.690246038016427E+07,  2.946083300780840E+01,  6.449572990978639E+00,  2.794474612960913E+00,
2460314.208333333, A.D. 2024-Jan-04 17:00:00.0000,  3.431378846323510E+07, -1.312430668276033E+08, -5.689238487327588E+07,  2.945579482976309E+01,  6.469307383973315E+00,  2.803029036234093E+00,
2460314.250000000, A.D. 2024-Jan-04 18:00:00.0000,  3.441982023166901E+07, -1.312197418031358E+08, -5.688227857238560E+07,  2.945074049604812E+01,  6.489039094358825E+00,  2.811582390996596E+00,
2460314.291666667, A.D. 2024-Jan-04 19:00:00.0000,  3.452583377541395E+07, -1.311963457493570E+08, -5.687214148134866E+07,  2.944567000175117E+01,  6.508768110565587E+00,  2.820134672465644E+00,
2460314.333333333, A.D. 2024-Jan-04 20:00:00.0000,  3.463182903628299E+07, -1.311728786759867E+08, -5.686197360403756E+07,  2.944058334193762E+01,  6.528494420986648E+00,  2.828685875839091E+00,
2460314.375000000, A.D. 2024-Jan-04 21:00:00.0000,  3.473780595607134E+07, -1.311493405927868E+08, -5.685177494434212E+07,  2.943548051165023E+01,  6.548218013976955E+00,  2.837235996295033E+00,
2460314.416666667, A.D. 2024-Jan-04 22:00:00.0000,  3.484376447655633E+07, -1.311257315095610E+08, -5.684154550616955E+07,  2.943036150590899E+01,  6.567938877852592E+00,  2.845785028991414E+00,
2460314.458333333, A.D. 2024-Jan-04 23:00:00.0000,  3.494970453949734E+07, -1.311020514361552E+08, -5.683128529344453E+07,  2.942522631971078E+01,  6.587657000890006E+00,  2.854332969065617E+00,
2460314.500000000, A.D. 2024-Jan-05 00:00:00.0000,  3.505562608663566E+07, -1.310783003824577E+08, -5.682099431010928E+07,  2.942007494802918E+01,  6.607372371325227E+00,  2.862879811634047E+00,
2460314.541666667, A.D. 2024-Jan-05 01:00:00.0000,  3.516152905969450E+07, -1.310544783583990E+08, -5.681067256012366E+07,  2.941490738581427E+01,  6.627084977353066E+00,  2.871425551791714E+00,
2460314.583333333, A.D. 2024-Jan-05 02:00:00.0000,  3.526741340037881E+07, -1.310305853739523E+08, -5.680032004746518E+07,  2.940972362799238E+01,  6.646794807126291E+00,  2.879970184611791E+00,
2460314.625000000, A.D. 2024-Jan-05 03:00:00.0000,  3.537327905037520E+07, -1.310066214391334E+08, -5.678993677612919E+07,  2.940452366946599E+01,  6.666501848754792E+00,  2.888513705145181E+00,
2460314.666666667, A.D. 2024-Jan-05 04:00:00.0000,  3.547912595135196E+07, -1.309825865640013E+08, -5.677952275012885E+07,  2.939930750511346E+01,  6.686206090304743E+00,  2.897056108420061E+00,
2460314.708333333, A.D. 2024-Jan-05 05:00:00.0000,  3.558495404495886E+07, -1.309584807586577E+08, -5.676907797349527E+07,  2.939407512978896E+01,  6.705907519797715E+00,  2.905597389441420E+00,
2460314.750000000, A.D. 2024-Jan-05 06:00:00.0000,  3.569076327282707E+07, -1.309343040332477E+08, -5.675860245027760E+07,  2.938882653832234E+01,  6.725606125209815E+00,  2.914137543190594E+00,
2460314.791666667, A.D. 2024-Jan-05 07:00:00.0000,  3.579655357656918E+07, -1.309100563979596E+08, -5.674809618454307E+07,  2.938356172551893E+01,  6.745301894470781E+00,  2.922676564624791E+00,
2460314.833333333, A.D. 2024-Jan-05 08:00:00.0000,  3.590232489777896E+07, -1.308857378630254E+08, -5.673755918037715E+07,  2.937828068615955E+01,  6.764994815463072E+00,  2.931214448676596E+00,
2460314.875000000, A.D. 2024-Jan-05 09:00:00.0000,  3.600807717803137E+07, -1.308613484387207E+08, -5.672699144188358E+07,  2.937298341500036E+01,  6.784684876020938E+00,  2.939751190253484E+00,
2460314.916666667, A.D. 2024-Jan-05 10:00:00.0000,  3.611381035888247E+07, -1.308368881353652E+08, -5.671639297318444E+07,  2.936766990677286E+01,  6.804372063929483E+00,  2.948286784237315E+00,
2460314.958333333, A.D. 2024-Jan-05 11:00:00.0000,  3.621952438186930E+07, -1.308123569633224E+08, -5.670576377842034E+07,  2.936234015618378E+01,  6.824056366923711E+00,  2.956821225483818E+00,
2460315.000000000, A.D. 2024-Jan-05 12:00:00.0000,  3.632521918850978E+07, -1.307877549330000E+08, -5.669510386175045E+07,  2.935699415791515E+01,  6.843737772687552E+00,  2.965354508822077E+00,
2460315.041666667, A.D. 2024-Jan-05 13:00:00.0000,  3.643089472030266E+07, -1.307630820548505E+08, -5.668441322735256E+07,  2.935163190662424E+01,  6.863416268852878E+00,  2.973886629053994E+00,
2460315.083333333, A.D. 2024-Jan-05 14:00:00.0000,  3.653655091872740E+07, -1.307383383393707E+08, -5.667369187942325E+07,  2.934625339694360E+01,  6.883091842998508E+00,  2.982417580953762E+00,
2460315.125000000, A.D. 2024-Jan-05 15:00:00.0000,  3.664218772524412E+07, -1.307135237971023E+08, -5.666293982217799E+07,  2.934085862348118E+01,  6.902764482649194E+00,  2.990947359267309E+00,
2460315.166666667, A.D. 2024-Jan-05 16:00:00.0000,  3.674780508129343E+07, -1.306886384386321E+08, -5.665215705985118E+07,  2.933544758082028E+01,  6.922434175274594E+00,  2.999475958711756E+00,
2460315.208333333, A.D. 2024-Jan-05 17:00:00.0000,  3.685340292829645E+07, -1.306636822745919E+08, -5.664134359669629E+07,  2.933002026351976E+01,  6.942100908288237E+00,  3.008003373974844E+00,
2460315.250000000, A.D. 2024-Jan-05 18:00:00.0000,  3.695898120765465E+07, -1.306386553156591E+08, -5.663049943698598E+07,  2.932457666611409E+01,  6.961764669046468E+00,  3.016529599714378E+00,
2460315.291666667, A.D. 2024-Jan-05 19:00:00.0000,  3.706453986074977E+07, -1.306135575725567E+08, -5.661962458501221E+07,  2.931911678311354E+01,  6.981425444847383E+00,  3.025054630557638E+00,
2460315.333333333, A.D. 2024-Jan-05 20:00:00.0000,  3.717007882894374E+07, -1.305883890560535E+08, -5.660871904508632E+07,  2.931364060900431E+01,  7.001083222929752E+00,  3.033578461100805E+00,
2460315.375000000, A.D. 2024-Jan-05 21:00:00.0000,  3.727559805357862E+07, -1.305631497769642E+08, -5.659778282153917E+07,  2.930814813824878E+01,  7.020737990471944E+00,  3.042101085908362E+00,
2460315.416666667, A.D. 2024-Jan-05 22:00:00.0000,  3.738109747597647E+07, -1.305378397461502E+08, -5.658681591872122E+07,  2.930263936528570E+01,  7.040389734590802E+00,  3.050622499512504E+00,
2460315.458333333, A.D. 2024-Jan-05 23:00:00.0000,  3.748657703743933E+07, -1.305124589745188E+08, -5.657581834100273E+07,  2.929711428453044E+01,  7.060038442340549E+00,  3.059142696412521E+00,
2460315.500000000, A.D. 2024-Jan-06 00:00:00.0000,  3.759203667924903E+07, -1.304870074730246E+08, -5.656479009277374E+07,  2.929157289037530E+01,  7.079684100711656E+00,  3.067661671074197E+00,
2460315.541666667, A.D. 2024-Jan-06 01:00:00.0000,  3.769747634266719E+07, -1.304614852526687E+08, -5.655373117844436E+07,  2.928601517718977E+01,  7.099326696629720E+00,  3.076179417929186E+00,
2460315.583333333, A.D. 2024-Jan-06 02:00:00.0000,  3.780289596893517E+07, -1.304358923244995E+08, -5.654264160244475E+07,  2.928044113932091E+01,  7.118966216954307E+00,  3.084695931374382E+00,
2460315.625000000, A.D. 2024-Jan-06 03:00:00.0000,  3.790829549927387E+07, -1.304102286996131E+08, -5.653152136922532E+07,  2.927485077109373E+01,  7.138602648477801E+00,  3.093211205771296E+00,
2460315.666666667, A.D. 2024-Jan-06 04:00:00.0000,  3.801367487488377E+07, -1.303844943891530E+08, -5.652037048325685E+07,  2.926924406681151E+01,  7.158235977924249E+00,  3.101725235445411E+00,
2460315.708333333, A.D. 2024-Jan-06 05:00:00.0000,  3.811903403694479E+07, -1.303586894043106E+08, -5.650918894903063E+07,  2.926362102075634E+01,  7.177866191948185E+00,  3.110238014685542E+00,
2460315.750000000, A.D. 2024-Jan-06 06:00:00.0000,  3.822437292661621E+07, -1.303328137563256E+08, -5.649797677105854E+07,  2.925798162718946E+01,  7.197493277133442E+00,  3.118749537743186E+00,
2460315.791666667, A.D. 2024-Jan-06 07:00:00.0000,  3.832969148503663E+07, -1.303068674564860E+08, -5.648673395387324E+07,  2.925232588035184E+01,  7.217117219991970E+00,  3.127259798831863E+00,
2460315.833333333, A.D. 2024-Jan-06 08:00:00.0000,  3.843498965332389E+07, -1.302808505161287E+08, -5.647546050202829E+07,  2.924665377446469E+01,  7.236738006962644E+00,  3.135768792126465E+00,
2460315.875000000, A.D. 2024-Jan-06 09:00:00.0000,  3.854026737257496E+07, -1.302547629466393E+08, -5.646415642009832E+07,  2.924096530372997E+01,  7.256355624410053E+00,  3.144276511762582E+00,
2460315.916666667, A.D. 2024-Jan-06 10:00:00.0000,  3.864552458386595E+07, -1.302286047594528E+08, -5.645282171267908E+07,  2.923526046233104E+01,  7.275970058623294E+00,  3.152782951835838E+00,
2460315.958333333, A.D. 2024-Jan-06 11:00:00.0000,  3.875076122825195E+07, -1.302023759660536E+08, -5.644145638438771E+07,  2.922953924443327E+01,  7.295581295814760E+00,  3.161288106401216E+00,
2460316.000000000, A.D. 2024-Jan-06 12:00:00.0000,  3.885597724676704E+07, -1.301760765779760E+08, -5.643006043986279E+07,  2.922380164418465E+01,  7.315189322118906E+00,  3.169791969472379E+00,
